name,molweight,critical temperature (K),acentric factor,boiling point (K)
mol_369,272.5589677876147,845.6465889246763,0.20648464683800882,590.1531993731548
mol_370,235.88367970907612,797.4597415524173,0.058086089582982864,534.3016248212323
mol_371,103.04443404574744,424.31897123502284,0.5683918774377626,353.92726408382885
mol_372,128.3318447984546,542.878670460255,0.24299643689749037,387.2034220957293
mol_373,114.89879465515098,489.7890947057764,0.4853817615040494,374.1578402704742
mol_374,72.55514512874991,396.38297311995467,0.584650273865308,328.60149380175096
mol_375,69.90151058639175,361.2221093932636,0.04844116800164346,244.14150806233891
mol_376,282.7544151114509,883.5984256791264,0.3910016807609964,627.6385070841078
mol_377,148.23409004366337,574.496540871276,0.5228454520447283,422.17853368756454
mol_378,133.49635214990064,533.2368287754095,0.380540660380037,392.91560946004654
mol_379,227.01514134289204,760.1647409648726,0.2574156728144476,531.5858275550136
mol_380,179.30812761828298,649.5402382566989,0.258645814582763,455.78119208921663
mol_381,282.7577964463848,948.406029496446,0.021539331604415346,623.3065624288791
mol_382,240.68140335553588,814.2213915993756,0.3207604507735652,578.8206363387588
mol_383,159.4297823136259,614.3169348720145,0.5961257980721084,465.102151840762
mol_384,131.61705783982308,541.701697972858,0.5752245155831605,409.4416025209024
mol_385,296.39051712956694,963.1682249817002,0.024239537305297907,632.3727911931022
mol_386,223.79526372098374,756.6370842089482,0.4234782021776929,556.2565483419453
mol_387,286.8225582010371,886.2349758874633,0.1810589200181585,621.4296697268052
mol_388,61.98921584860117,352.1442476264128,0.541793492043682,304.8795916133306
mol_389,259.6440933815113,861.2862691037258,0.02706884742556712,554.8470892183955
mol_390,202.00994867762606,690.477865767339,0.5615244612066483,519.5550838568005
mol_391,62.918853150480395,354.65164361886104,0.5024854462726661,296.5610219218145
mol_392,188.8296599916896,661.6976038341893,0.0705026293515609,445.8362813765039
mol_393,215.24601857847117,760.6454852238248,0.03589460239037951,509.98846923736477
mol_394,33.321725189922766,294.54616820590536,0.5008245985961615,244.6924706246305
mol_395,152.66584969727157,591.4377335528383,0.09345460258474762,401.2408309024059
mol_396,252.85786802300672,841.4686897543314,0.3209388917855223,596.0311457373374
mol_397,109.74693684290426,473.8086033189787,0.5494469147272257,386.3563383465785
mol_398,153.8079820856088,587.4832994519346,0.340468868129594,419.62400099742104
mol_399,149.42481430833115,555.7842670628431,0.23833998088369446,391.2985803454249
mol_400,111.52039568947274,446.0043595424233,0.2670096329123953,299.1299415556084
mol_401,277.97931178919964,897.1994964281744,0.03787030242232261,588.1785739295249
mol_402,240.9493895665093,807.2333277603555,0.5812513928169593,595.4166990759028
mol_403,59.85887096894984,367.7861459487553,0.18639251104864965,254.3269917066124
mol_404,299.1993576161447,971.5684312815972,0.11361809500371228,653.728725267627
mol_405,267.3840065630912,892.0099936827121,0.17162838110423717,606.3831996364067
mol_406,106.65527822329052,451.66784165881813,0.5786239169348874,344.5577900284523
mol_407,255.96207650845332,834.6212157468867,0.0565716320928042,557.8469917184287
mol_408,58.733273605273375,354.0381984514041,0.5203818243007088,286.3529120700162
mol_409,299.75827722804445,987.3742632362437,0.42470633664086865,704.5403325860256
mol_410,209.73487874876497,746.5386849276211,0.49801150749541684,537.9859041471107
mol_411,205.5337542008752,730.6253429321637,0.5855385242207378,551.2057405782814
mol_412,54.41899628571584,330.23067138105023,0.5052927933101231,275.404207596525
mol_413,272.19901770208884,867.2495497878953,0.5660294107667116,641.2661375074599
mol_414,37.82986586520674,306.40828291376545,0.07616115407455186,212.01193468807776
mol_415,95.0235756711097,421.04902021425886,0.477473139100182,332.32619955155354
mol_416,68.61590629499145,367.9632204727741,0.32740541644862864,266.41540889048065
mol_417,239.727343986899,797.5966907322187,0.32609735704791637,548.9907045667208
mol_418,83.51514134748243,432.6815347055482,0.5393529457923082,343.7819464233076
mol_419,275.87232132533904,884.3603437689525,0.5830822911880268,651.3650613949991
mol_420,207.19264061842233,681.3928569674665,0.42290299382590857,493.32891191091585
mol_421,39.76393183356798,306.976499298857,0.2897630336830703,243.0807538423947
mol_422,31.466055214749126,268.1798102403139,0.2738423147411072,206.62952972230593
mol_423,43.94763759388771,310.50855935128544,0.23180487433390906,222.64874182695655
mol_424,193.59979796488648,682.6989243995843,0.2169594177435976,472.5740738369274
mol_425,246.40008893204214,811.8946623928388,0.23490410501065884,564.4574760514005
mol_426,94.40926156939489,447.87826265025774,0.05385194115071716,304.7185279871897
mol_427,259.3403875892297,825.3579957977837,0.046461651156262926,567.283506245211
mol_428,45.4526238413803,305.8763462291353,0.46792190632338704,250.97790285270216
mol_429,246.26024048325257,825.9111699048922,0.2676437357521357,574.5017945573363
mol_430,280.5047661465157,892.0506437361238,0.5584106931267723,657.8027516769753
mol_431,238.46926775818275,772.0410687564073,0.36733260515637145,551.8493577929647
mol_432,218.49261167423205,756.2598593344312,0.02110558931065185,495.00799605802587
mol_433,256.25465903695346,857.4830670490066,0.09451400479048767,559.6162848399848
mol_434,40.840850877707936,301.42719907962476,0.12349187580780453,208.19463278637534
mol_435,84.48116989414495,381.7902407583194,0.5854416146337963,311.35617167203515
mol_436,63.72939341252363,369.9130297317913,0.1312225356909809,242.11733446633437
mol_437,166.22336735210635,590.6601001589706,0.30945340577283076,418.26379103819477
mol_438,231.20079464878802,782.6339757746924,0.5617061589841177,571.7280214750566
mol_439,200.10319803562766,686.9460377179367,0.5863156379486144,528.3689800253147
mol_440,259.80539693572246,832.1159030528016,0.14181626123012672,570.3515986989486
mol_441,71.90750795909453,373.140119641541,0.029470586250024078,240.4306870119981
mol_442,228.34769482249362,768.1197737098252,0.0921610995226551,513.7793696726995
mol_443,82.12120253460411,395.63988258071356,0.03799708722153485,246.76797750590617
mol_444,103.10486285580606,466.5927063127424,0.11707454465540183,316.4524275492828
mol_445,221.67426826595207,747.4946299879977,0.34114182882224126,536.7538397866614
mol_446,294.6552919226441,951.3410928816876,0.5474692777773851,699.1836131081541
mol_447,195.1167736138088,692.0095315191742,0.322331330216604,486.9428525301754
mol_448,44.71508504764981,301.3243545201799,0.37559373401944846,254.1254006876605
mol_449,196.40342188043385,678.0194564436003,0.12112035096572465,445.6959297963141
mol_450,41.43464892664512,278.8741778309012,0.48035017240431005,229.0087483423469
mol_451,268.71934206904064,876.1593528406039,0.3706733451033499,627.6380639055567
mol_452,221.5861369771676,748.6465292341486,0.5184820975156349,571.5036158349839
mol_453,76.74451853407587,356.27836341423694,0.5693058642034704,308.3361177593463
mol_454,54.76467157253348,328.8759558397927,0.20874046545395536,241.37492954102424
mol_455,79.55397179768612,385.369419055391,0.05434743512126361,238.6276984652066
mol_456,294.60733847963195,960.1535100816398,0.1355573747500695,627.0078477275297
mol_457,153.81137346379225,558.9867544810811,0.2627049394055023,401.1209070453757
mol_458,241.70185605218015,782.6343781344397,0.567416191094684,579.4403674323918
mol_459,201.83025236909975,721.2251755693349,0.22698589342404915,490.6589984884929
mol_460,184.55155048883208,681.7303235840396,0.462463928199222,504.70969759158953
mol_461,69.18516875956342,361.78817781802394,0.324286015302453,278.55505599097296
mol_462,285.4266024606857,904.0852188095805,0.10968526225858592,617.0196116490528
mol_463,111.36251077897384,487.6498078957343,0.19244047137207096,345.6523920187976
mol_464,186.0646482680364,630.2551237159114,0.3919151310136912,474.43581046495916
mol_465,218.93950503904784,719.4308573300362,0.4037120368109361,522.0740837815092
mol_466,205.2929519162334,709.0213787778229,0.26085584808542767,496.7444671220391
mol_467,283.96049061778996,933.1495850364117,0.13718736159726877,640.3932864399426
mol_468,70.07852727841566,368.66036687353807,0.4331440677076058,285.17063453326665
mol_469,167.25523938067437,619.6521503277132,0.10132382496762886,448.2503191301711
mol_470,139.0892855000068,564.7300528384773,0.562001815119076,442.98477176629336
mol_471,158.0255569603069,626.6671633999393,0.11274214742188601,429.6993350890304
mol_472,62.188732073391044,346.81910308625294,0.06438741769951226,241.56426017617645
mol_473,66.20554466564664,365.2613108081152,0.29858862141922726,295.2765229370167
mol_474,105.08039736093949,490.0318217224914,0.3117297588658164,367.9536785021713
mol_475,112.27024301542446,457.84261841068974,0.3049157488669469,322.37533817458484
mol_476,145.53386769396448,579.2483852932185,0.2620004936033037,426.81171026514835
mol_477,194.96663769988965,672.1418612643052,0.596888935697765,510.69513448336136
mol_478,201.349861702931,704.9117397638748,0.2917683676023491,499.95229776125456
mol_479,141.18894207810396,549.3330694842558,0.2867679484438986,383.4390273843893
mol_480,140.37143954574822,536.5584248538521,0.2530596376287368,389.13129099351823
mol_481,88.75970220817973,407.1527266055752,0.04009545282087774,266.71547843800545
mol_482,188.84268707043222,676.2529331398869,0.3557739786897696,488.75578215479084
mol_483,115.60104605565422,503.9357050615758,0.13678066333390945,345.43161491261424
mol_484,39.736155254888196,297.3943450893929,0.3825653881374299,260.9857637224085
mol_485,142.9680119223523,558.471727186879,0.03050007716908629,391.27200420504914
mol_486,158.015822274346,603.6071666802308,0.588832260751801,468.497835114714
mol_487,90.91007441513696,412.700904442648,0.2814030474076033,306.4776016774456
mol_488,184.56364194297123,672.5044924836219,0.538053222954419,503.3940452843942
mol_489,182.75841311661864,669.1861792474427,0.28533670393976085,485.6790106991863
mol_490,219.54058889980027,787.9058667307569,0.03619849114453304,519.1201944632941
mol_491,204.9460901943267,706.723662627423,0.49332812765628414,520.0827586110877
mol_492,206.15692526067852,708.5210861266744,0.3889102378002806,522.7371294766986
mol_493,115.37782099249164,499.97904055483525,0.46905422854436707,380.18645557047796
mol_494,242.60669993620755,818.8033123742009,0.256901918105324,568.9031676930285
mol_495,178.26898357191345,637.6461516291329,0.38276204654798696,449.92903266728337
mol_496,146.48291269857032,560.159841592475,0.5137374022779645,437.6354937782604
mol_497,199.02336985408542,705.6753872084842,0.3786392657231325,529.1774086752553
mol_498,127.37748030156865,506.02993714290164,0.20860418090154198,365.67867986836416
mol_499,168.43959604382474,614.9409802893366,0.3975177566197199,467.22313089940235
mol_500,228.91053589019947,773.6202312360252,0.4031125131684404,548.8175463955633
mol_501,269.3287794154011,888.2610288108366,0.5763521775039749,655.4596686172024
mol_502,278.68544326970175,887.6446289315613,0.2225473929250015,600.9206464822466
mol_503,165.9808897994368,587.3164575681319,0.2550490605084787,415.2372720587974
mol_504,170.47428097995365,597.4367404371109,0.4872737767122355,459.7514812582681
mol_505,245.96501090623585,796.0213312649976,0.3034573888456447,561.1202667908083
mol_506,114.90168677093435,467.5567011543368,0.4419438558694398,347.10639640332636
mol_507,256.09323783316853,837.9139332036227,0.27582567867215524,570.9940123344505
mol_508,163.41824455970433,590.7124090952968,0.12929708508762028,390.78048263239407
mol_509,61.281315570522466,342.6619645289881,0.4471223056686065,284.4307748610723
mol_510,49.4559697096948,312.02863599950626,0.07869310151082595,235.71372847639043
mol_511,257.33816698065505,836.7377995389177,0.11915019811878484,578.2188811997365
mol_512,45.003337564857034,332.3459088849894,0.3760949896705252,244.87976862235894
mol_513,105.7650877560871,474.34193323167545,0.44836188011524186,380.4501277816126
mol_514,120.21511093541737,500.7797185676835,0.5368127321206889,403.67405516558796
mol_515,76.70850020173033,384.85585629561325,0.16355189844953502,257.8328705088523
mol_516,114.7512098465371,480.3795347669974,0.0664345551603326,321.47170769606953
mol_517,230.52699301577312,781.2336795887121,0.5736279957135775,593.6657214901687
mol_518,33.96436776121911,293.67345550333215,0.09265385281328546,209.84170178595878
mol_519,253.33682462058533,819.7277989599543,0.11860018935278371,540.3307647984864
mol_520,261.2679663651307,853.7171272470401,0.17479767213507943,588.4647891825945
mol_521,130.51062476171802,495.80226837434964,0.31763481241577246,343.5822958454213
mol_522,71.4754827463714,381.86441362848745,0.5296953396204468,312.9288148164967
mol_523,192.22691014517184,691.99951399231,0.4563276136379201,521.484402208512
mol_524,62.31159008352147,351.57794580559056,0.42489453230558105,282.85445843282685
mol_525,128.52822749112818,548.5684736699221,0.1051083407136022,368.72794488812065
mol_526,288.77587884326255,908.7211203966156,0.21460957891558455,632.1127030345066
mol_527,298.77540759758205,950.200125223504,0.28704295565200677,668.7368026199057
mol_528,238.4683206657381,795.6334304643559,0.0884555720913515,547.0537631899042
mol_529,113.95960767860687,483.3945541848661,0.1640578212760035,346.90689767402466
mol_530,215.66956327484496,737.4590756670411,0.18499992237170654,518.2364147948915
mol_531,220.45971868068344,752.7558721518507,0.07636571899742355,511.72344315292656
mol_532,134.71725769418543,549.5125253874191,0.33014381514495456,404.0983963582265
mol_533,203.03993133826305,728.2658718897789,0.42301691791451573,530.7296201137875
mol_534,32.89646414343259,282.2074066910191,0.04195897888611672,188.39151219549277
mol_535,86.4455678226052,428.3436606390875,0.28867386105788984,304.6596041583079
mol_536,171.77384180116053,618.9081003088995,0.469326717160677,454.2988569766542
mol_537,74.21285214973989,397.02146216524324,0.4487940773714681,312.54497013792525
mol_538,74.79485432666408,375.55726295925535,0.4890438577312525,308.67136618191574
mol_539,255.80215844856423,855.8652951627325,0.2689443799023642,609.3914199267259
mol_540,297.0659107245735,975.8243899723324,0.4923342495839164,699.8422311923731
mol_541,180.11174556768106,648.4481055996317,0.14445184272856168,454.228481368078
mol_542,256.5488273380626,808.4839159830454,0.2164863368505092,568.6929190441261
mol_543,297.3868493680936,935.2460294215616,0.10581334585068078,625.1910158195146
mol_544,68.23088991356917,389.05535179826245,0.28049072365714306,295.79584727939346
mol_545,151.0263155786748,585.8619407520657,0.23523601344926592,411.5190132641089
mol_546,135.99463327731837,543.7202871734214,0.1445562698485873,388.6509674617728
mol_547,51.61330658446995,344.16329180049746,0.45106842553846893,287.06648017903535
mol_548,233.939146654581,792.1146682251789,0.18830806326698793,531.6846921345717
mol_549,147.1203373771001,586.0667212545172,0.16368259808750144,407.0522540144984
mol_550,156.71827223140835,605.5870357282257,0.07853419851029704,424.5442854133803
mol_551,70.68170292957485,399.5297641149915,0.2632930210811692,292.8400952993995
mol_552,78.8501961023344,402.5074315144298,0.1817787773023812,291.472339377974
mol_553,274.91797798217806,900.8738359778544,0.22156370480458115,624.2466866237295
mol_554,42.0552540230553,300.5312289613515,0.14159835757233158,204.56487363699475
mol_555,92.87011693480069,423.15338016361665,0.4578932938919402,338.9587375794849
mol_556,108.85601918492266,497.74156256859123,0.5580020084128304,380.7272686787203
mol_557,162.35333644842834,609.1264112659111,0.2987591116733326,430.623737606675
mol_558,188.3401967139949,682.9237002729229,0.38579905400449954,506.4430050494292
mol_559,163.18829347967997,609.8268339153707,0.5203033659640236,467.50121580304074
mol_560,52.71114033035815,322.98011606209593,0.5992977824001952,281.71212877904475
mol_561,95.79021259504266,439.6402748763427,0.36810989083789925,338.31887476155
mol_562,257.7688638858861,865.9620699812309,0.5338676799239213,632.7606173367509
mol_563,202.14894912918393,713.7009739371512,0.5451649479333852,535.1383756146838
mol_564,205.27024353625407,687.5035114446782,0.4748708926845734,516.1608769358957
mol_565,210.95487894486584,724.1585305135222,0.2765588346438661,502.4261419174718
mol_566,235.98381514067285,816.6939447422528,0.04869240025433958,543.2422220542933
mol_567,45.68929006479078,311.01627223422764,0.009483333264080306,202.87964913062177
mol_568,128.98426393180534,495.4534794535007,0.28632037996975473,345.09002306662273
mol_569,175.67240752065325,667.5767520829713,0.29658872012077064,465.61263642781256
mol_570,121.38325049027803,513.694013872887,0.24441743271778338,383.3202280959111
mol_571,258.00929578754034,843.9730465866588,0.3409004107748187,599.7628298268905
mol_572,160.29457731856937,595.1651772551924,0.3312976219826562,418.4414966305675
mol_573,237.52944915403236,810.058901831957,0.5019678246196158,577.5356775604537
mol_574,260.0441895579157,841.9807228913962,0.06519426195735745,560.4394965925453
mol_575,166.29370038394447,632.958097327601,0.13510659966332728,448.405617144338
mol_576,275.57910584526445,897.0806938990249,0.4758029873757782,644.971458358333
mol_577,188.52346394498477,674.9788887447721,0.5087021203341927,518.3426815372982
mol_578,259.5740606851049,851.1178737927962,0.5968945281725206,634.8177899603421
mol_579,121.95951480971155,502.27426647356623,0.5237472098322504,398.4578542408139
mol_580,164.68057880350102,627.3860488118916,0.5339394042433986,463.64957238476586
mol_581,173.480981071236,620.7223101965624,0.1886087655779429,440.74626987616443
mol_582,58.344523291939055,321.5324313273945,0.2409969804056258,237.6217411098973
mol_583,137.60917680941597,553.2395438669271,0.16085106289233062,392.23103311294153
mol_584,277.68117158895257,903.6715038933886,0.36377963891562937,629.5638416723065
mol_585,200.32470489848043,708.0153795338775,0.563283212524223,535.2359200829276
mol_586,77.92677725798121,400.9328686892236,0.20678453190697063,292.47158380482045
mol_587,121.49102161459334,498.9194483614201,0.3342010691288701,367.27035519149587
mol_588,81.73281260892895,416.14427208810525,0.17777977827209104,299.48905023884174
mol_589,36.702245585614584,291.0722420627183,0.1018799842636245,201.181879831842
mol_590,280.4143237960872,893.7291060779904,0.11711131789119339,595.1849100654508
mol_591,151.0159786293553,572.8615768895572,0.03476720672287796,397.5024659614786
mol_592,113.03446955361225,512.8957693656681,0.5695761138055544,416.4736192081782
mol_593,191.58884172058887,652.9474630707907,0.24172776510457775,451.35116020317395
mol_594,31.974903199114223,287.4340795622225,0.5004725352012649,254.83515321539366
mol_595,105.06596878221974,437.4782655411936,0.4087976836138147,330.0898737714189
mol_596,219.819035738701,747.9240892719079,0.11515269684665123,494.05265337779394
mol_597,201.117838728701,696.2901845444397,0.10527734794745269,481.2326369701159
mol_598,295.08760583648456,906.4435901410131,0.4871929209063269,637.4817335049456
mol_599,197.49658160767189,699.5770178756862,0.1588270263717224,488.6742030000034
mol_600,158.92658587948785,591.6158937658367,0.5479711102211854,452.82228457563764
mol_601,235.58679205968207,757.4788850107865,0.08403324281369437,506.46933309618436
mol_602,273.89852543029434,897.3398349373496,0.40662516867268167,642.7833771150039
mol_603,224.58790561395492,782.9948567047213,0.48868432561856034,579.3952669422398
mol_604,290.0670303583325,947.5194410302797,0.141153833049387,631.3752065998395
mol_605,241.14139609930785,808.2378368580416,0.16572441807393962,558.6302714501796
mol_606,264.0363883307202,860.7818429054572,0.578711331683521,636.5869416884857
mol_607,60.80809921958204,371.942597362392,0.15875856320769496,251.37234986581782
mol_608,227.75164580832268,794.6148683009083,0.25797422994002867,551.7944042728966
mol_609,148.82394887238954,589.0634027241082,0.25950935594541963,432.72486149937583
mol_610,179.33802665104432,634.2220025941638,0.15182084995781012,452.5854376040089
mol_611,206.60765056023632,719.5392991988147,0.4654746518622543,536.4805284856692
mol_612,291.85008151050374,936.2179459406308,0.4631096059374931,659.0448308000025
mol_613,295.83608198653866,912.4459504325882,0.22699080853427137,632.114788271407
mol_614,107.82162628173442,476.59447559864765,0.5010754746484402,382.57756285129875
mol_615,228.11344430823738,804.3784881602843,0.12784496063940143,551.4858623820229
mol_616,232.49555524252253,790.8379305933182,0.0025834654006071877,528.3033355933853
mol_617,123.55307255452317,530.9838776079342,0.34270041723344463,394.34237849607854
mol_618,63.44483921333968,361.35581898527977,0.596446663471427,308.91684931978034
mol_619,41.055679277144336,301.5409233331035,0.023186585896130762,195.263303748373
mol_620,239.8826444328782,805.4256819334101,0.12479884422507634,525.7184574935322
mol_621,162.2189302905646,593.309926006645,0.3113487854922505,431.5043316511986
mol_622,296.09584576363005,925.7829866005593,0.48596444186692234,668.8181770587413
mol_623,155.54283317228632,607.8516512882563,0.053425203045031934,412.0790286305485
mol_624,294.0375843499369,955.6790960178399,0.23714079225533657,643.1318802078507
mol_625,141.12552059239616,537.9472067471801,0.44824548037793177,414.65715943684177
mol_626,244.2941806511926,825.2554336962894,0.22292592504381695,589.9645590574272
mol_627,52.901203524194656,330.94860917639636,0.11330185228538338,232.40664808843792
mol_628,179.97466173719624,655.033782960347,0.1172974964379524,444.5971907168999
mol_629,246.55614248614555,823.2936358068898,0.24602927214899653,574.03524201614
mol_630,279.66945014936994,914.0888823952896,0.2876502448835347,655.6885014092445
mol_631,252.09743446670655,831.4843591947142,0.5170886506896084,598.6300245291345
mol_632,39.98209634431704,321.10767079032166,0.3853514511407961,259.5234853860077
mol_633,130.62963215281823,531.2152729784445,0.4142411727093009,391.57402677639146
mol_634,43.148587524739845,317.23423289889257,0.5897923029215442,274.13478390490206
mol_635,59.50621860093066,336.2666076292679,0.24710606418058423,250.81573053858165
mol_636,212.3325197402207,763.2111845111242,0.24201264194947697,544.4306730140127
mol_637,222.57971300415852,763.4966563584708,0.5540081806354873,586.7313565709009
mol_638,238.9045843429391,807.9564222375242,0.14752535220303517,553.538753590137
mol_639,263.673267975029,835.0603827693993,0.43788914778172,598.0652069890446
mol_640,229.64649648865768,761.7757108754577,0.45274388293088075,580.4725033834593
mol_641,246.23532986879064,834.1565799907576,0.05867279846726585,551.2437229528755
mol_642,43.2202016522854,312.35387090510255,0.2809388434161504,233.66100107553692
mol_643,93.32449061915062,404.60453052544267,0.12033748279293241,263.5481963973081
mol_644,197.91239881131636,710.3553459630482,0.11122516368149139,494.6661638751682
mol_645,261.6938322487023,846.0778385564648,0.2782968662777257,599.4994564340326
mol_646,31.215033733707962,299.2073391224206,0.17365782450483896,241.7365813675089
mol_647,168.94992237141446,621.0572707494806,0.47763626857552255,452.30757421190765
mol_648,212.86759782838723,735.239594861276,0.5445629348342894,563.670990030953
mol_649,37.993968064725564,312.6692388406886,0.4816323631730194,264.19781390246953
mol_650,138.36600053941473,532.452606785717,0.15961852357299913,378.0145825381569
mol_651,271.82141797359816,864.6608428164864,0.16448063621316503,571.8842557854919
mol_652,211.33545839108186,725.3911696717331,0.15283701007048045,510.3404722875431
mol_653,94.16775810736128,447.82698726272156,0.08102285763374163,312.55705507897613
mol_654,260.2509050006164,830.6641037123387,0.5662790208622267,613.9489671103344
mol_655,123.96848432056886,484.9006918030857,0.2412286788942416,355.03766343190716
mol_656,260.403061208896,863.3634669278969,0.13481368472752422,576.1637462816137
mol_657,110.71478580210449,467.74228981675617,0.5080026303049461,363.40724691361896
mol_658,189.38646773845022,667.5827791523213,0.23951718159467428,463.54113234518684
mol_659,137.1738182919152,515.0823897006856,0.021070086665799948,323.4895341710355
mol_660,104.2027637038681,450.3222195443905,0.09716494214977871,317.070010901809
mol_661,269.37054178640466,873.3128450165443,0.383550204213702,632.1603146063046
mol_662,80.65029412366266,415.5814031735,0.4697431645030343,323.07587065784355
mol_663,52.89912963365604,320.6793715906205,0.12656063309322776,230.0201691784036
mol_664,122.3202734073283,530.6613253218081,0.5504373535596853,412.75087898425335
mol_665,223.76256986322323,749.1380842953611,0.5105982720312986,557.4777652405268
mol_666,248.00653361359608,809.7699570102126,0.5090284524366485,587.4574032125643
mol_667,299.6607099180265,972.2121380735332,0.13659668807952846,646.419525093988
mol_668,110.01775539301453,478.2162907679951,0.03032159319003462,329.1955030033171
mol_669,140.14432680544618,542.0804460784418,0.5204541236895501,418.90338170882444
mol_670,66.9417450679991,365.0273657022888,0.1834801372431404,282.779211088877
mol_671,185.21542099821906,683.3346561586786,0.37134982870411554,494.63636049084084
mol_672,299.34661006098764,970.3595674468543,0.45598013022043804,683.111208484031
mol_673,219.23787273257778,735.8427841423905,0.0769759551066721,505.7270064219437
mol_674,190.70746691161037,676.1321601278394,0.46850301271142875,507.5381422218883
mol_675,135.9396550888844,541.2014901372246,0.5631068753766395,431.28624876571973
mol_676,277.1306652770998,878.0330615350006,0.4370249794478454,641.7293911090044
mol_677,164.16748095519435,609.583426598236,0.26473364908833485,426.5944165765818
mol_678,66.27906659452661,365.77750939309203,0.5260068832510217,302.8601522653607
mol_679,128.65218506376604,538.7336048434662,0.31647457804353535,390.9762920617466
mol_680,48.135000588897064,338.4488768969107,0.4468625566900525,263.48298710373354
mol_681,84.53434017597102,406.3977094645424,0.4923035663151624,324.27673993819883
mol_682,34.7705708699763,283.7171300170286,0.44961171701940356,254.09199817278724
mol_683,152.3855774550441,590.9283281684449,0.17271292562889237,412.1401275558778
mol_684,201.32587153698523,694.5368521085579,0.07070634054349864,452.14867538830356
mol_685,122.6889648423051,515.5520143818237,0.14300311761723608,341.1413913785982
mol_686,143.5030783064248,557.4390984555239,0.30172496218821193,419.98188086057854
mol_687,288.9865036680355,907.9252805040094,0.3031661533758575,632.4280218479278
mol_688,233.03004282522718,768.2225563698734,0.3495866095887225,540.9270813645339
mol_689,176.03129197513684,661.7841103783086,0.2370611025287345,461.1741577882556
mol_690,106.82603628019281,464.7187685133325,0.47213482887001657,348.0845687182476
mol_691,272.18913566870873,905.0781505802465,0.5478922502083247,674.8780816065677
mol_692,93.47622155777806,425.9860099837215,0.14803503208768276,294.59190503237954
mol_693,117.8425372395028,498.9744211157294,0.44191393062113277,395.37927278139716
mol_694,275.4474998941961,924.5089005807638,0.4067831115270268,656.899920343882
mol_695,172.97635492696955,616.5800861474746,0.313854299567589,457.9957107122313
mol_696,230.4258463428537,747.5973983586376,0.11311814032449613,508.1513444159269
mol_697,189.50109442421686,693.0515880298507,0.4771393551496257,521.7789573257113
mol_698,206.4285864325637,703.6693295005131,0.5763757713772996,539.4881363425052
mol_699,110.8334887090029,476.77312631091377,0.43310179934016807,372.31875808979856
mol_700,95.17045663919899,429.13736844122366,0.5507159979754404,352.4067678824786
mol_701,117.07293373553962,496.70477605317876,0.5905111589687998,395.71894621537666
mol_702,71.96922230252406,365.665012648524,0.21123040454354292,285.57764071736136
mol_703,266.064878628518,862.4630952530454,0.38293413175580215,604.0083359906192
mol_704,106.4766719775308,472.938909842175,0.2843596425828468,345.70402629558447
mol_705,181.60213649188384,638.8807079355956,0.5919772481179381,491.84898216153425
mol_706,243.833094788171,799.0814765257392,0.05628469440463495,536.4275929766179
mol_707,241.63250953144265,798.8705313246287,0.24742494857833475,550.8799259744804
mol_708,148.36428981773207,549.478493030936,0.5253234267163417,428.2194899631559
mol_709,158.58947331841594,590.1352685540586,0.17043078631590927,407.3884855660563
mol_710,298.56947221245673,948.2056286296854,0.4726757103833236,664.1468838604502
mol_711,212.1413187843365,724.3600628370148,0.2296698976681534,504.31598017763616
mol_712,249.95237964182832,820.810301710595,0.5879871239340949,599.403450590147
mol_713,273.68957168919263,883.9254041593829,0.5301179018542245,627.4392296495463
mol_714,242.6492557819216,796.7869875183193,0.1807922145975692,547.2062220773346
mol_715,79.99842313746325,410.3619963316613,0.46211586812271305,330.64570871460876
mol_716,181.7860981091445,676.0049171448878,0.2021139262999612,474.31697072162007
mol_717,57.511422474927116,336.8128503043861,0.3638177041293211,271.29163569650353
mol_718,206.28897417227958,723.0004089028646,0.39508846103597517,503.7800962852767
mol_719,287.944345610709,916.2666066952528,0.49775724545142297,648.4815637014433
mol_720,168.43765736103006,626.5764535781527,0.014670504529208928,433.96171110338537
mol_721,146.90257307429715,590.7431256537917,0.1320947346913798,394.2104471044967
mol_722,39.677542882904056,306.8237503525316,0.42715068635314724,259.3215349078203
mol_723,289.13912102888946,896.2465844900784,0.33811394218172236,623.0662132847594
mol_724,57.81072471514287,351.33674625956155,0.2973630469206858,267.8905126598583
mol_725,41.091355192308676,321.2213441304068,0.03312597402478827,209.00055010905422
mol_726,96.43798510633339,437.7710202158619,0.2089655300768737,319.1705520437044
mol_727,47.693217157963254,334.1675649866756,0.5190601391463889,283.62628615050903
mol_728,152.88181745117583,571.8528105106603,0.01853570222161931,374.39152884511213
mol_729,169.34370633942035,601.0761784557168,0.23786174121888726,413.94648884971207
mol_730,114.39388623771767,488.1022508767838,0.5670889726024636,392.2730848610086
mol_731,43.759330295219236,283.0511749268534,0.030528440727008777,178.1655220169037
mol_732,60.13209942729121,346.7336833748242,0.44982345062678203,286.73231428428505
mol_733,133.81618205728057,553.8430890828839,0.15456756970922186,409.4381231402309
mol_734,46.34268172316475,287.21026072171765,0.5199652992922035,265.30722427274094
mol_735,218.51122591467663,727.0856128479832,0.447640787375619,539.4188717917832
mol_736,85.89554621169923,399.2583818518244,0.5314231025150177,326.1398415335033
mol_737,111.5593235715824,477.9485110332916,0.12955487425875958,311.0504567006397
